Dūmešis
Daugistupis
Šlavantėlė
Agluonėlė
Lankesa
Jieznelė
Mėkla
Dangė
Šyvinis
Didelis Cudykas
Miltupis
Svirnakalnio upelis
Liūdonas
Barsukinė
Šaltanupis
Verkė
Aliosa
Ginupis
Deblonas
Ringupis
Pečupė
Žižma
Einautas
Juodoji Ančia
Juodmena
Kuršelė
Taurupė
Truikis
Jaurykla
Voverkis
Žvynė
Miškinė
Žadikė
Gailupys
Kutena
Obelynė
Rindauga
Milžtė
Kulnė
Bilzgis
Trumpis
Lapupė
Krylių upelis
Kernavė
Notė
Žirglaukis
Švendra
Sugeda
Tekmė
Giedavardžio upelis
Apaštėlė
Rūdkasys
Gakštikas
Garšvė
Karapolis
Valkupis
Gaidelis
Sietuvos
Voveraitė
Mergašilis
Drubengis
Šaminė
Vardžius
Pečiagrinda
Nepervestis
Sudramala
Sudzionas
Gerupė
Buragmargis
Eiškūnas
Biržupys
Upyna
Mazupis
Giluvė
Rūvelys
Lieluvis
Ažytėlė
Saisa
Musinis
Vilkauja
Vaškutė
Duobulis
Pekla
Prūdupė
Orojus
Kiemėnas
Obelis
Garšvų upelis
Kirnupalis
Serbenta
Sutrė
Upsala
Platonis
Lendrė
Pyvesa
Salotė
Beržuona
Tarosiškių upelis
Agluona
Gynėvaitė
Latekšna
Pakriokšnis
Užuožeris
Akmenynas
Avilė
Balnupis
Vertimas
Alsa
Birvėta
Mūšia
Avirė
Lapupis
Dūkšta
Akilna
Morkė
Pažemys
Juodžerys
Aklianka
Sniūtė
Varnupys
Sąsvila
Barškelis
Lazdauja
Margupis
Čekonė
Dvarupis
Genžgirė
Barupė
Nurupis
Juodupė
Pievupys
Skirna
Dabikinė
Ragažėlė
Vaisupis
Ūžos upelis
Pratvalkas
Miliuša
Mėlinis
Labažė
Vilkė
Šyša
Skirtinas
Katra
Rokupis
Dvaro upelis
Erlakas
Bebulys
Aleja
Mažežerio upelis
Juškų upelis
Lumpė
Marilė
Gardugilis
Tetervė
Rūdynėlis
Skriaudupys
Juodupys
Virsia
Puodašikinis
Geršupis
Nemėžė
Cirvija
Tartalas
Vadaksta
Žilvia
Gynelė
Kamė
Žaras
Gurklys
Kaimena
Neviedė
Pintakis
Šventė
Jūrė
Giltinė
Saltonka
Kunigupis
Dumblė
Gracinė
Ringa
Šventupis
Juoda
Vanagis
Sasna
Kukys
Skaryčia
Grabikė
Šilė
Ąžuoluona
Raudonupelis
Lomena
Švėtelė
Dubė
Lentas
Švitinėlis
Noralis
Mickupis
Vingrelis
Miliušėlė
Vazbelė
Šeškynė
Skutulas
Rakštupis
Žuvintė
Orė
Aukspirta
Spiginas
Pilstupys
Vaičiupelis
Šaltynas
Kamatis
Balinė
Ruliškio upelis
Kiaupiškė
Voveris
Karvelė
Sūrava
Šventoji
Mikyta
Lygutis
Aitra
Dupultis
Ūkis
Pienauja
Svyla
Švedė
Mockupis
Cibrevis
Varnaližis
Talačkonių up.
Švėmalis
Paupelis
Asinis
Švendrys
Nora
Liolinga
Pajuodupė
Taurupys
Dūkinė
Mekšrupis
Santakys
Leimantas
Kriešinė
Pabaldė
Klūpė
Milžupis
Olupis
Girstupis
Didžiupis
Leiškonė
Kulinė
Tola
Kriausupys
Uosupėlis
Kertuša
Asiūklys
Džikų upelis
Kamanių Posūnis
Letausas
Rudupelis
Varnaupis
Pelyša
Markija
Lūkalnis
Klevinė
Sartupis
Karvatakis
Trimėsėdis
Skystūnas
Gomerta
Tarvainis
Krūtas
Malkėsta
Alsė
Kuisupis
Kertenys
Ubesiukas
Lendrikė
Kvesupis
Sabala
Dusa
Deguva
Šolys
Rūmė
Upėsmas
Dubulis
Kiaulinis
Motertis
Liekupis
Būka
Gerdaujė
Koliupė
Traninas
Dubeikis
Kulpė
Sandariškių upelis
Lieknas
Gulbinėlė
Kerupė
Piltyna
Kulvė
Burbeklis
Kinelė
Vėžiupis
Kurkulė
Karvė
Dagia
Kiemsrotas
Ūsupis
Rožintakis
Gansė
Brastelė
Angeldis
Gramas
Kreisos upelis
Salupis
Skalbynupis
Pavilnis
Platuma
Bičupis
Užla
Šiurpė
Skliaustis
Čerkšnė
Juodpjaunis
Barzupė
Tarpijų upis
Toškupys
Siemanys
Trinkulis
Žvėrinčius
Vaitiekupis
Dabrakas
Didžgrabė
Pragulba
Čiokė
Vilnia
Savenė
Drūktupis
Taurulis
Ringalis
Ašvinė
Žendagys
Tolupis
Gudas
Tyrelis
Palapainys
Sausinė
Guopys
Meškinė
Paskrypėlė
Aisinta
Nedzingis
Pietupis
Ašutis
Mėdus
Žilys
Sąnaša
Verknė
Liaudė
Lėgus
Glitupis
Kiršinas
Skalvys
Vaiponė
Didupis
Raišuva
Senupė
Žvirgždupė
Nykis
Mišeikbalis
Maižuva
Kilupis
Lėvuo
Daulinpys
Alytupis
Pajuostis
Molė
Smeltalė
Baubupis
Gynia
Šapelė
Krasukinė
Arvystas
Sulinga
Žąsa
Jūra
Svencelės kanalas
Gudupelis
Šakelelė
Marga
Senoji Žeberė
Skroblus
Rūgtupis
Nedėja
Gūragys
Aklė
Klačiūnė
Jonaupis
Nakačia
Tautinys
Vilkinė
Domija
Strūzda
Vaivilas
Mituva
Rąžuolė
Šlėna
Žirgeliškių kanalas
Rupšupis
Šyšalė
Kartenalė
Ližė
Šeškinė
Stalgupis
Meškupė
Liekaitis
Alsūnė
Kidlionis
Svalia
Varnalizdis
Prūdų upelis
Pečvieta
Ūdrokšlis
Svališkis
Žirnaja
Dangaučius
Dubuoklis
Tauriekėlė
Išrūginis
Dubelis
Žirnupis
Verėpas
Pūrupis
Vardukšnė
Lazdupis
Liutika
Akmeninis
Žaugėda
Paežerėlė
Irtuona
Uterna
Kalupis
Pagrįstinė
Pietvė
Kliūkė
Skrodupis
Palendrės
Lukojus
Kruteklis
Imsrelė
Degemė
Tatulos Šaka
Sirvėta
Šašulys
Vėžupalis
Bartuva
Rovėja
Luknelė
Inkosas
Šėkštys
Urdupis
Spadravis
Rungys
Beržtupis
Zembrė
Kretainis
Lyglaukių griovys
Alšia
Šedvyga
Kirgas
Piliakalnio upelis
Kirsna
Utėlinė
Inketro upelis
Krynupis
Lėliupis
Valkelė
Pjaunys
Sakalupis
Miesčionka
Maišys
Šeduikis
Lenkenis
Girmuo
Guostė
Mergežerio upelis
Cipė
Upikas
Juosta
Verdenis
Punžupys
Vasyna
Ėrupis
Sorbalis
Vaišvilė
Katmilžis
Kūlupalis
Nekulė
Bevara
Armeniukas
Rykija
Gargždupis
Sodupis
Malčius
Supynė
Žaisa
Kilminė
Viržintėlė
Ažvintė
Versnupis
Šavaša
Plitnyčia
Gaidys
Žalikė
Kuosinė
Geluža
Šešuvis
Senoji Aisė
Pūstežeris
Gelžupis
Juoduva
Metakiškis
Apšriuotis
Duobinis
Antvardaitė
Bradelis
Juodynė
Nočia
Stoškupis
Liūnas
Pylimas
Deimantas
Nemylas
Kubuldynas
Dubinga
Revuona
Kaniavėlė
Babrūnė
Veliuonėlė
Vaidenis
Kunkulys
Vigailis
Narmanšakė
Dotamas
Gerulis
Skroblis
Gryžuva
Logupis
Milupė
Uosinta
Asdrė
Drungė
Jievinė
Savyda
Išraitas
Gausbalė
Rudesa
Šunija
Kurys
Varius
Kalnyčia
Babrinės upelis
Nevėžis
Stridinis
Strėva
Šapalas
Vydeika
Žemalupis
Lankupė
Neivirupis
Vilkiškė
Tautinėlis
Drobalieknis
Cypa
Grūda
Striaunė
Drigunka
Svirkalnio upelis
Blusravis
Gumbakys
Smarkupis
Senoji Rusnė
Apusinas
Dubysas
Dūrupis
Lindė
Elbentas
Manierka
Pravarta
Vingerinė
Vaikštėnų upė
Amalvė
Usvalka
Nadžiupis
Paltis
Voškilys
Pūkinė
Vaisinė
Švendrelis
Kūliavas
Cukoliovis
Byzdelis
Geležė
Paskaistis
Glivija
Vilkmergėlė
Žiurelis
Lašiša
Dusyna
Lelykas
Snaigynas
Kroklys
Vuolasta
Ringys
Girupis
Vainupys
Vidaujukas
Striūna
Čiotupis
Višiupiškė
Kiaulyčia
Namaitiškis
Zurzupė
Grumbys
Kupa
Mėlinė
Strumbagalvė
Daudžgirių upelis
Kokė
Salantas
Lietauka
Šavienė
Liepeka
Davila
Šunupis
Klimbalė
Varliupis
Vanga
Vinkurė
Lokupis
Sirgėla
Nemunas
Lietaukėlė
Neknupis
Obelaukis
Šienupis
Karačiunka
Virangė
Virkius
Duburas
Gegužinė
Lieknės upelis
Gintelis
Gramančia
Luoba
Dumburys
Dysnykščia
Alkas
Vilbė
Geišdaubė
Verbyla
Ankštėlė
Karpočius
Raganė
Ratnyčėlė
Kamatėlė
Miltauja
Sidabrupis
Sabinė
Aukštuoliupis
Velniadaubė
Alsupis
Žydupis
Alkupis
Varlenka
Gilupis
Visinčia
Vaksupė
Ova
Vigirinys
Gorpys
Ančia
Mūšelė
Blendynė
Malupis
Imbradėlė
Šaka
Šernupis
Pašilingė
Darba
Šaltupė
Vijūnė
Neris
Sausdravas
Kyvė
Punelė
Dulvas
Vieša
Grabuosta
Ravupis
Klanutupis
Mergutrakė
Drūlupis
Saudogala
Ūdara
Sertupis
Dobis
Ringelis
Irtuonėlė
Vastapa
Kriaunėlė
Rubežupis
Vensutis
Upėsė
Dumsė
Kubanka
Lyšupis
Kūdlankis
Načiupis
Mašnyčia
Audupė
Lieporas
Oželiškė
Akmena
Dumblynė
Vosylytė
Kreivutė
Brizgų upalis
Stangė
Vešėtinis
Pražuva
Kusenka
Nemėža
Pliaušė
Pakrikštė
Vokė
Šepetys
Vaiskulys
Raudonas
Eisrava
Menkupių upelis
Piestinė
Kėlė
Meldinė
Kumpė
Aluona
Minija
Susėja
Paraistupis
Dotnuvėlė
Kryžovėja
Lielupė
Mūša
Mikoliūnų Sriautas
Velniupys
Livinta
Gervė
Ėgliškis
Strauzgėlė
Peklalė
Sartalė
Mečanka
Vengrė
Bigulis
Bandos upelis
Volga
Pilpis
Rūdupis
Ožkupis
Žiežmara
Domantas
Vidubalė
Būgenis
Žvejonė
Gervupis
Gervinė
Mutergrabė
Lazdinis
Linkava
Raišupelis
Pervalka
Gylė
Anykštė
Papunžė
Varupis
Augutis
Saldupis
Siestruvas
Šata
Agliuona
Garšas
Družupis
Yglė
Vazaja
Josvainis
Lašmuo
Taurosta
Šepeta
Vykšiaus upelis
Sėliupis
Opstainė
Martinių ravas
Kvietupis
Juodasai upelis
Eglesys
Genio upelis
Malštovė
Skerdimas
Vernijo upelis
Jutonių upė
Zversa
Barys
Šatrija
Šešėvėlė
Penta
Kuršupis
Ciugriovis
Fabriko upelis
Mažupė
Tvanka
Graudupis
Snaigupelė
Gaivenis
Kristupis
Grūšlaukio upalis
Dirvonėlė
Astraga
Misakė
Bugiedos upelis
Dubija
Baibelis
Nerupis
Šalpė
Vikutinis
Lazduona
Sietuvėlės
Žverna
Žiegždupis
Kretuona
Amata
Gipelkis
Lėškupys
Sliekinė
Rudelė
Sirguškės upelis
Gervainys
Sartikė
Vilkiautinė
Daubelė
Treigys
Skodinys
Gudonas
Švarcupis
Eglaitis
Sraigė
Zasinytė
Bliauzgojus
Parija
Švelnupys
Karvinė
Šakarva
Lukašius
Grinčiupys
Griovelė
Skernė
Ramonas
Krienukė
Kutantupis
Gaižupis
Kuna
Veižas
Mikalaviškis
Ilgabrada
Groblė
Šešuva
Raubeda
Velbė
Kliurkė
Bulis
Smertupis
Krinčinas
Šarkyčia
Suldupis
Šalnaitė
Purmalė
Varnakė
Leda
Šarnelė
Valaukis
Lukšta
Varmikė
Ašoklis
Virgupis
Vižė
Knituoja
Vėžys
Švitinys
Veja
Skerdyksna
Naujoji Agluona
Cigoniškė
Karklupis
Minkūnė
Girnupis
Šimša
Gelvė
Jusinė
Piktakmenis
Palėja
Raudonė
Sala
Medinupelis
Šiūra
Vykupas
Rūžo upelis
Ceikinė
Krapė
Vorautis
Saidė
Papanarys
Žvalginis
Aukštoji Gervė
Ištakys
Treinoji
Veiviržas
Kirkšnoupis
Leitalė
Ymėžė
Antavilis
Skarlupis
Varninė
Apaščia
Mištupis
Bėrupys
Voryčia
Kriauna
Varduva
Reketija
Narštupis
Grivnė
Šlapakšna
Apušė
Vingra
Stulpas
Galupis
Uoglainė
Švogina
Gynėvė
Geležius
Petrašiunka
Momys
Krioklys
Jevynė
Skaistupis
Burkštinas
Vingutė
Okva
Baluoša
Gedupis
Beršibarka
Pašaltuonė
Puizė
Tausalas
Nerys
Ylyčia
Paspaudė
Kilintakis
Šerkšnupis
Alovė
Urnupis
Revas
Bikilys
Suoja
Kulikiškis
Bradumas
Sūrupis
Verdenė
Vijūnytė
Lapoja
Briedupis
Rudės upelis
Ilgotis
Virsnis
Ravas
Tamša
Kidulupis
Sirupis
Bražiukas
Sydekliukas
Mindupė
Švėtė
Kišupė
Smirdėlė
Graisupis
Kamarkos upelis
Vabalys
Liūnelis
Verkstinė
Upelė
Šukėtas
Babrutė
Skriaudupis
Ramočia
Prūdas
Vekiškė
Gelovinė
Apteka
Tiltinis
Karulė
Vytautas
Notrynė
Želsvelė
Šalpelė
Čiulotas
Lašaša
Aukupėnas
